Schlüssel-Profilmap,Profilnummer,Buchungskreis,Sparte,Profilname,Profiltyp,ProfilID (SBP),SBPNomenklatur,ProfilID (SBP) Map SigLinDe,SBPNomenklaturMapSigLinDE,Stand
,1510011077,,Gas,Gas SLP HA4 Frankfurt-Flughafen geom. Reihe,"Einzelhandel, Großhandel",HA4,GHA04,HA4,GHA04,2019-04-13 00:00:00
,1510011365,,Gas,Gas SLP HA4 Frankfurt-Westend geom. Reihe,"Einzelhandel, Großhandel",HA4,GHA04,HA4,GHA04,2019-04-13 00:00:00
,1510011407,,Gas,Gas SLP HA4 Tuttlingen geom. Reihe,"Einzelhandel, Großhandel",HA4,GHA04,HA4,GHA04,2019-04-13 00:00:00
,1510012063,,Gas,Gas SLP HK3 Fürstenzell SigLinDe,Kochgas,HK3,DE_HKO03,HK3,DE_HKO03,2019-04-13 00:00:00
,1510012087,,Gas,Gas SLP HK3 Hof SigLinDe,Kochgas,HK3,DE_HKO03,HK3,DE_HKO03,2019-04-13 00:00:00
,1510012099,,Gas,Gas SLP HK3 Lülsfeld SigLinDe,Kochgas,HK3,DE_HKO03,HK3,DE_HKO03,2019-04-13 00:00:00
,1510012075,,Gas,Gas SLP HK3 Schwandorf SigLinDe,Kochgas,HK3,DE_HKO03,HK3,DE_HKO03,2019-04-13 00:00:00
,1510012081,,Gas,Gas SLP HK3 Weiden SigLinDe,Kochgas,HK3,DE_HKO03,HK3,DE_HKO03,2019-04-13 00:00:00
,1100050411,,Strom,012 von VNB SVN0001111 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1000030144,,Strom,1000030144,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100035181,,Strom,BH2 von VNB SVN0000050 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100045312,,Strom,D1I von VNB SVN0000161 an LIEF SLF9000506,Bäckerei,G5,G5,G5,G5,2019-04-13 00:00:00
,1100035381,,Strom,G0 von VNB SVN0000333 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100049780,,Strom,G0 von VNB SVN0000371 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100045616,,Strom,G0 von VNB SVN0000582 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100046462,,Strom,G0 von VNB SVN0000660 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100040424,,Strom,G0 von VNB SVN0001013 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100036192,,Strom,G0 von VNB SVN0001177 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100036543,,Strom,G0 von VNB SVN0001461 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100050636,,Strom,G0 von VNB SVN0001493 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100042442,,Strom,G0 von VNB SVN0001556 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100047206,,Strom,G0 von VNB SVN0001782 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100050614,,Strom,G0 von VNB SVN0001848 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100008475,,Strom,G0 von VNB SVN0001878 an LIEF SLF9000512,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100049665,,Strom,G0 von VNB SVN0003540 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100049286,,Strom,G0 von VNB SVN9003146 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100049488,,Strom,G00 von VNB SVN0000676 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100050295,,Strom,G00 von VNB SVN0001381 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100041217,,Strom,G01 von VNB SVN0001155 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100037262,,Strom,G03 von VNB SVN0001919 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100045353,,Strom,G0B von VNB SVN0000161 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100049960,,Strom,G0B von VNB SVN0000654 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100049806,,Strom,G0D von VNB SVN0000553 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100049859,,Strom,G0F von VNB SVN0001137 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100049766,,Strom,G0F von VNB SVN0001658 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100046108,,Strom,G0F von VNB SVN0001797 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100045302,,Strom,G0H von VNB SVN0000161 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100049817,,Strom,G0I von VNB SVN0001464 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100049789,,Strom,G0I von VNB SVN0001589 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100041360,,Strom,G1 von VNB SVN0000246 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100035331,,Strom,G1 von VNB SVN0000308 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100049986,,Strom,G1 von VNB SVN0000662 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100033818,,Strom,G1 von VNB SVN0000770 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100040163,,Strom,G1 von VNB SVN0000798 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100035919,,Strom,G1 von VNB SVN0000981 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100034034,,Strom,G1 von VNB SVN0001008 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100043795,,Strom,G1 von VNB SVN0001033 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100050798,,Strom,G1 von VNB SVN0001116 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100046523,,Strom,G1 von VNB SVN0001126 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100050548,,Strom,G1 von VNB SVN0001190 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100050206,,Strom,G1 von VNB SVN0001254 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100050842,,Strom,G1 von VNB SVN0001337 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100049828,,Strom,G1 von VNB SVN0001411 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100050358,,Strom,G1 von VNB SVN0001587 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100036932,,Strom,G1 von VNB SVN0001652 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100050162,,Strom,G1 von VNB SVN0003459 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100049289,,Strom,G1 von VNB SVN9003146 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100050250,,Strom,G11 von VNB SVN0000879 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100049291,,Strom,G11 von VNB SVN0001315 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100050074,,Strom,G1F von VNB SVN0000580 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100044394,,Strom,G1F von VNB SVN0000667 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100041176,,Strom,G1F von VNB SVN0001384 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100049767,,Strom,G1F von VNB SVN0001658 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100045202,,Strom,G2 von VNB SVN0000160 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100041368,,Strom,G2 von VNB SVN0000246 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100049782,,Strom,G2 von VNB SVN0000371 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100040621,,Strom,G2 von VNB SVN0000500 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100046451,,Strom,G2 von VNB SVN0000637 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100041264,,Strom,G2 von VNB SVN0000798 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100033913,,Strom,G2 von VNB SVN0000861 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100035881,,Strom,G2 von VNB SVN0000943 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100049892,,Strom,G2 von VNB SVN0000962 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100040422,,Strom,G2 von VNB SVN0001013 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100035975,,Strom,G2 von VNB SVN0001019 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100043817,,Strom,G2 von VNB SVN0001033 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100045910,,Strom,G2 von VNB SVN0001146 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100036214,,Strom,G2 von VNB SVN0001183 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100049312,,Strom,G2 von VNB SVN0001249 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100036412,,Strom,G2 von VNB SVN0001314 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100042156,,Strom,G2 von VNB SVN0001387 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100049829,,Strom,G2 von VNB SVN0001411 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100046574,,Strom,G2 von VNB SVN0001425 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100050000,,Strom,G2 von VNB SVN0001444 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100036563,,Strom,G2 von VNB SVN0001482 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100036647,,Strom,G2 von VNB SVN0001519 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100046616,,Strom,G2 von VNB SVN0001572 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100042090,,Strom,G2 von VNB SVN0001640 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100036960,,Strom,G2 von VNB SVN0001697 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100041056,,Strom,G2 von VNB SVN0001776 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100047213,,Strom,G2 von VNB SVN0001782 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100034766,,Strom,G2 von VNB SVN0001866 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100039938,,Strom,G2 von VNB SVN0001931 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100018049,,Strom,G2 von VNB SVN0002126 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100040964,,Strom,G2 von VNB SVN0003349 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100049667,,Strom,G2 von VNB SVN0003540 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100034693,,Strom,G23 von VNB SVN0001856 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100045607,,Strom,G2F von VNB SVN0000534 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100034106,,Strom,G2F von VNB SVN0001041 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100041358,,Strom,G3 von VNB SVN0000246 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100035369,,Strom,G3 von VNB SVN0000328 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100042155,,Strom,G3 von VNB SVN0001387 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100040754,,Strom,G3 von VNB SVN0001449 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100036648,,Strom,G3 von VNB SVN0001519 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100035191,,Strom,G4 von VNB SVN0000061 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100041398,,Strom,G4 von VNB SVN0000217 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100041586,,Strom,G4 von VNB SVN0000246 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100035346,,Strom,G4 von VNB SVN0000314 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100035370,,Strom,G4 von VNB SVN0000328 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100040847,,Strom,G4 von VNB SVN0000437 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100041718,,Strom,G4 von VNB SVN0000574 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100035736,,Strom,G4 von VNB SVN0000813 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100033864,,Strom,G4 von VNB SVN0000825 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100042253,,Strom,G4 von VNB SVN0001047 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100040417,,Strom,G4 von VNB SVN0001074 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100034181,,Strom,G4 von VNB SVN0001079 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100046521,,Strom,G4 von VNB SVN0001126 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100036280,,Strom,G4 von VNB SVN0001214 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100042601,,Strom,G4 von VNB SVN0001242 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100049831,,Strom,G4 von VNB SVN0001411 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100050727,,Strom,G4 von VNB SVN0001514 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100042561,,Strom,G4 von VNB SVN0001661 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100047215,,Strom,G4 von VNB SVN0001782 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100039940,,Strom,G4 von VNB SVN0001931 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100049658,,Strom,G4 von VNB SVN0003535 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100041216,,Strom,G41 von VNB SVN0001155 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100034702,,Strom,G44 von VNB SVN0001856 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100049809,,Strom,G4D von VNB SVN0000553 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100046001,,Strom,G4F von VNB SVN0001384 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100041369,,Strom,G5 von VNB SVN0000246 an LIEF SLF9000506,Bäckerei,G5,G5,G5,G5,2019-04-13 00:00:00
,1100035415,,Strom,G5 von VNB SVN0000348 an LIEF SLF9000506,Bäckerei,G5,G5,G5,G5,2019-04-13 00:00:00
,1100033838,,Strom,G5 von VNB SVN0000774 an LIEF SLF9000506,Bäckerei,G5,G5,G5,G5,2019-04-13 00:00:00
,1100036281,,Strom,G5 von VNB SVN0001214 an LIEF SLF9000506,Bäckerei,G5,G5,G5,G5,2019-04-13 00:00:00
,1100036299,,Strom,G5 von VNB SVN0001216 an LIEF SLF9000506,Bäckerei,G5,G5,G5,G5,2019-04-13 00:00:00
,1100040786,,Strom,G5 von VNB SVN0001224 an LIEF SLF9000506,Bäckerei,G5,G5,G5,G5,2019-04-13 00:00:00
,1100044227,,Strom,G5 von VNB SVN0001522 an LIEF SLF9000506,Bäckerei,G5,G5,G5,G5,2019-04-13 00:00:00
,1100047057,,Strom,G5 von VNB SVN0001694 an LIEF SLF9000506,Bäckerei,G5,G5,G5,G5,2019-04-13 00:00:00
,1100047216,,Strom,G5 von VNB SVN0001782 an LIEF SLF9000506,Bäckerei,G5,G5,G5,G5,2019-04-13 00:00:00
,1100034828,,Strom,G5D von VNB SVN0001998 an LIEF SLF9000506,Bäckerei,G5,G5,G5,G5,2019-04-13 00:00:00
,1100040660,,Strom,G6 von VNB SVN0000202 an LIEF SLF9000506,Gewerbe Wochenendbetrieb,G6,G6,G6,G6,2019-04-13 00:00:00
,1100041364,,Strom,G6 von VNB SVN0000246 an LIEF SLF9000506,Gewerbe Wochenendbetrieb,G6,G6,G6,G6,2019-04-13 00:00:00
,1100035491,,Strom,G6 von VNB SVN0000403 an LIEF SLF9000506,Gewerbe Wochenendbetrieb,G6,G6,G6,G6,2019-04-13 00:00:00
,1100035552,,Strom,G6 von VNB SVN0000541 an LIEF SLF9000506,Gewerbe Wochenendbetrieb,G6,G6,G6,G6,2019-04-13 00:00:00
,1100035649,,Strom,G6 von VNB SVN0000695 an LIEF SLF9000506,Gewerbe Wochenendbetrieb,G6,G6,G6,G6,2019-04-13 00:00:00
,1100036504,,Strom,G6 von VNB SVN0001427 an LIEF SLF9000506,Gewerbe Wochenendbetrieb,G6,G6,G6,G6,2019-04-13 00:00:00
,1100040757,,Strom,G6 von VNB SVN0001449 an LIEF SLF9000506,Gewerbe Wochenendbetrieb,G6,G6,G6,G6,2019-04-13 00:00:00
,1100036650,,Strom,G6 von VNB SVN0001519 an LIEF SLF9000506,Gewerbe Wochenendbetrieb,G6,G6,G6,G6,2019-04-13 00:00:00
,1100037178,,Strom,G6 von VNB SVN0001862 an LIEF SLF9000506,Gewerbe Wochenendbetrieb,G6,G6,G6,G6,2019-04-13 00:00:00
,1100034770,,Strom,G6 von VNB SVN0001866 an LIEF SLF9000506,Gewerbe Wochenendbetrieb,G6,G6,G6,G6,2019-04-13 00:00:00
,1100037342,,Strom,G6 von VNB SVN0001988 an LIEF SLF9000506,Gewerbe Wochenendbetrieb,G6,G6,G6,G6,2019-04-13 00:00:00
,1100050124,,Strom,G6 von VNB SVN0003503 an LIEF SLF9000506,Gewerbe Wochenendbetrieb,G6,G6,G6,G6,2019-04-13 00:00:00
,1100041178,,Strom,G6F von VNB SVN0001384 an LIEF SLF9000506,Gewerbe Wochenendbetrieb,G6,G6,G6,G6,2019-04-13 00:00:00
,1100035198,,Strom,H0 von VNB SVN0000092 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100043547,,Strom,H0 von VNB SVN0000111 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100041512,,Strom,H0 von VNB SVN0000357 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100033573,,Strom,H0 von VNB SVN0000365 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100050305,,Strom,H0 von VNB SVN0000510 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100041323,,Strom,H0 von VNB SVN0000571 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100042313,,Strom,H0 von VNB SVN0000592 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100042495,,Strom,H0 von VNB SVN0000678 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100040490,,Strom,H0 von VNB SVN0000948 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100042717,,Strom,H0 von VNB SVN0001044 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100040102,,Strom,H0 von VNB SVN0001047 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100044151,,Strom,H0 von VNB SVN0001238 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100049532,,Strom,H0 von VNB SVN0001280 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100040355,,Strom,H0 von VNB SVN0001348 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100041173,,Strom,H0 von VNB SVN0001392 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100046551,,Strom,H0 von VNB SVN0001408 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100036568,,Strom,H0 von VNB SVN0001482 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100049550,,Strom,H0 von VNB SVN0001493 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100036640,,Strom,H0 von VNB SVN0001519 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100040047,,Strom,H0 von VNB SVN0001543 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100041913,,Strom,H0 von VNB SVN0001778 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100040712,,Strom,H0 von VNB SVN0001830 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100041029,,Strom,H0 von VNB SVN0001838 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100040303,,Strom,H0 von VNB SVN0001969 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100040935,,Strom,H0 von VNB SVN0003459 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100049701,,Strom,H0 von VNB SVN0003532 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100047218,,Strom,H00 von VNB SVN0000638 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100041624,,Strom,H01 von VNB SVN0000643 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100036887,,Strom,H01 von VNB SVN0001630 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100049339,,Strom,H0D von VNB SVN0000553 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100044129,,Strom,H0F von VNB SVN0001201 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100049687,,Strom,H0F von VNB SVN0001384 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100049804,,Strom,H0G von VNB SVN0001591 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100050164,,Strom,H0H von VNB SVN0000608 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100047722,,Strom,H0I von VNB SVN0000187 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100049813,,Strom,H1 von VNB SVN0001800 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100050700,,Strom,H12 von VNB SVN0001896 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100050570,,Strom,HE0 von VNB SVN0001189 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100049427,,Strom,HG4 von VNB SVN0001303 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100044205,,Strom,HH0 von VNB SVN0001439 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
